Date,Price,Open,High,Low,Vol.,Change %
12/12/2021,50081.0,49332.5,50779.2,48670.5,40.30K,1.55%
12/11/2021,49314.5,47138.4,49487.0,46834.0,45.23K,4.62%
12/10/2021,47137.2,47591.7,49974.8,47007.1,68.06K,-0.97%
12/09/2021,47596.6,50477.6,50790.2,47341.9,58.69K,-5.70%
12/08/2021,50473.9,50596.6,51204.7,48700.7,55.59K,-0.24%
12/07/2021,50595.2,50547.4,51918.6,50070.9,56.29K,0.07%
12/06/2021,50562.1,49412.1,50913.3,47237.9,89.68K,2.34%
12/05/2021,49405.5,49196.4,49689.3,47797.8,72.03K,0.43%
12/04/2021,49195.2,53620.7,53847.2,42587.8,168.00K,-8.27%
12/03/2021,53631.5,56495.2,57543.6,52008.9,89.20K,-5.07%
12/02/2021,56496.0,57207.8,57377.5,55807.9,54.94K,-1.25%
12/01/2021,57210.3,56891.7,59064.3,56496.5,66.75K,0.58%
11/30/2021,56882.9,57795.2,59174.4,55936.9,73.66K,-1.58%
11/29/2021,57794.8,57288.1,58855.2,56726.7,58.65K,0.88%
11/28/2021,57291.5,54758.0,57392.3,53448.3,49.28K,4.61%
11/27/2021,54765.9,53747.2,55280.3,53654.3,40.71K,1.93%
11/26/2021,53730.9,58937.3,59151.1,53533.5,104.03K,-8.83%
11/25/2021,58935.1,57167.1,59387.3,57029.8,56.79K,3.08%
11/24/2021,57171.7,57559.4,57697.4,55910.6,56.68K,-0.70%
11/23/2021,57573.2,56304.8,57855.1,55542.5,72.48K,2.25%
11/22/2021,56308.8,58719.7,59288.3,55656.8,76.45K,-4.10%
11/21/2021,58714.3,59724.0,60002.6,58528.3,40.98K,-1.68%
11/20/2021,59717.6,58080.8,59854.6,57435.3,44.53K,2.81%
11/19/2021,58083.4,56908.3,58335.9,55626.3,74.44K,1.98%
11/18/2021,56955.3,60368.2,60936.9,56524.4,100.37K,-5.65%
11/17/2021,60367.8,60074.2,60814.5,58531.9,73.93K,0.46%
11/16/2021,60089.1,63605.1,63605.6,58655.9,115.36K,-5.52%
11/15/2021,63597.9,65514.9,66311.2,63439.5,53.53K,-2.92%
11/14/2021,65508.2,64397.2,65508.2,63608.3,33.98K,1.72%
11/13/2021,64398.6,64133.3,64906.0,63381.4,30.34K,0.41%
11/12/2021,64134.5,64782.6,65449.7,62309.7,63.27K,-1.04%
11/11/2021,64806.7,64922.8,65583.3,64121.9,50.37K,-0.19%
11/10/2021,64932.6,66942.6,68990.6,62951.3,96.21K,-2.95%
11/09/2021,66904.4,67528.7,68493.3,66334.9,66.13K,-0.92%
11/08/2021,67527.9,63276.4,67763.3,63276.4,81.08K,6.72%
11/07/2021,63273.2,61483.8,63273.2,61347.2,34.34K,2.91%
11/06/2021,61483.9,60973.2,61543.2,60093.6,34.89K,0.84%
11/05/2021,60974.3,61411.5,62560.3,60742.4,44.46K,-0.71%
11/04/2021,61412.6,62915.4,63077.6,60742.9,49.91K,-2.39%
11/03/2021,62918.5,63223.5,63508.6,60883.0,61.05K,-0.48%
11/02/2021,63221.7,60912.2,64256.4,60651.5,65.26K,3.79%
11/01/2021,60915.3,61310.1,62430.1,59612.7,61.21K,-0.64%
10/31/2021,61309.6,61842.2,62393.7,60005.7,50.06K,-0.86%
10/30/2021,61840.1,62245.0,62338.5,60786.0,40.51K,-0.65%
10/29/2021,62242.8,60579.9,62952.2,60322.2,63.39K,2.74%
10/28/2021,60582.5,58437.2,62251.3,58128.1,88.47K,3.67%
10/27/2021,58438.1,60312.5,61452.9,58112.6,88.11K,-3.11%
10/26/2021,60310.8,63067.5,63275.1,59907.3,57.13K,-4.37%
10/25/2021,63067.0,60864.3,63694.8,60655.8,51.06K,3.62%
10/24/2021,60866.5,61308.2,61469.9,59523.7,42.67K,-0.73%
10/23/2021,61312.5,60693.2,61728.7,59738.3,37.05K,1.03%
10/22/2021,60690.3,62200.8,63699.7,60055.7,75.69K,-2.44%
10/21/2021,62210.2,66004.6,66616.9,62092.1,105.38K,-5.71%
10/20/2021,65979.1,64276.9,66967.1,63543.7,79.87K,2.65%
10/19/2021,64278.5,62030.2,64454.0,61451.0,80.16K,3.58%
10/18/2021,62056.3,61525.8,62623.6,60026.9,80.15K,0.86%
10/17/2021,61527.5,60865.5,61651.4,59143.4,53.39K,1.09%
10/16/2021,60861.1,61669.2,62329.2,60161.9,49.93K,-1.32%
10/15/2021,61672.5,57348.2,62892.8,56874.8,121.48K,7.54%
10/14/2021,57345.8,57370.4,58506.5,56866.8,59.84K,-0.06%
10/13/2021,57380.1,56014.5,57697.4,54314.4,73.62K,2.44%
10/12/2021,56015.9,57480.6,57635.7,54155.4,74.85K,-2.54%
10/11/2021,57477.3,54686.9,57814.1,54457.8,73.84K,5.10%
10/10/2021,54687.7,54942.5,56432.2,54100.8,104.43K,-0.46%
10/09/2021,54942.5,53924.1,55430.8,53711.7,64.65K,1.91%
10/08/2021,53914.7,53785.5,55977.9,53659.3,64.05K,0.24%
10/07/2021,53783.9,55325.2,55325.6,53476.4,75.68K,-2.78%
10/06/2021,55323.2,51470.0,55676.1,50439.5,116.26K,7.49%
10/05/2021,51469.3,49229.5,51872.4,49060.1,76.63K,4.55%
10/04/2021,49227.3,48200.4,49481.7,46958.6,66.92K,2.13%
10/03/2021,48200.1,47665.4,49165.2,47123.0,42.41K,1.12%
10/02/2021,47666.9,48147.2,48306.9,47451.7,39.82K,-1.00%
10/01/2021,48146.0,43824.4,48435.2,43292.9,94.66K,9.86%
09/30/2021,43823.3,41534.5,44101.2,41416.7,64.32K,5.50%
09/29/2021,41536.8,41023.1,42571.2,40815.0,48.21K,1.25%
09/28/2021,41022.3,42169.9,42758.8,40906.4,60.01K,-2.73%
09/27/2021,42172.6,43200.9,44293.2,42143.9,54.12K,-2.39%
09/26/2021,43203.4,42685.8,43907.3,40786.6,69.91K,1.21%
09/25/2021,42686.8,42818.7,42959.3,41714.5,46.35K,-0.31%
09/24/2021,42819.9,44867.4,45112.0,40908.5,128.88K,-4.57%
09/23/2021,44869.2,43550.7,44949.8,43090.1,74.54K,3.03%
09/22/2021,43551.6,40660.8,43976.7,40585.7,93.98K,7.13%
09/21/2021,40651.3,43012.3,43619.3,39646.8,142.55K,-5.18%
09/20/2021,42870.6,47240.8,47323.9,42547.1,77.96K,-9.25%
09/19/2021,47238.7,48299.9,48341.9,46866.6,41.98K,-2.21%
09/18/2021,48306.7,47283.9,48761.0,47070.5,43.64K,2.17%
09/17/2021,47282.8,47748.2,48155.9,46788.8,50.16K,-0.97%
09/16/2021,47748.0,48132.3,48480.6,47040.3,60.91K,-0.80%
09/15/2021,48130.6,47070.8,48436.5,46743.9,63.40K,2.24%
09/14/2021,47077.5,44950.2,47247.6,44718.7,65.33K,4.73%
09/13/2021,44949.5,46060.8,46807.7,43463.2,96.15K,-2.42%
09/12/2021,46062.3,45162.6,46386.4,44755.2,44.52K,1.99%
09/11/2021,45161.9,44844.9,45975.6,44766.6,41.58K,0.71%
09/10/2021,44842.8,46385.9,47021.6,44283.6,75.62K,-3.33%
09/09/2021,46385.6,46057.6,47305.7,45609.0,73.63K,0.70%
09/08/2021,46061.4,46774.1,47316.9,44493.7,100.48K,-1.54%
09/07/2021,46779.6,52674.2,52885.3,43072.4,187.56K,-11.19%
09/06/2021,52672.1,51769.4,52726.2,51002.8,69.46K,1.75%
09/05/2021,51768.6,49918.7,51878.2,49492.4,57.30K,3.71%
09/04/2021,49918.4,49999.3,50534.6,49461.4,48.14K,-0.16%
09/03/2021,49999.0,49269.5,51008.8,48377.3,88.08K,1.47%
09/02/2021,49274.3,48817.8,50355.3,48612.9,80.21K,0.93%
09/01/2021,48819.4,47129.2,49121.0,46533.1,74.38K,3.58%
08/31/2021,47130.4,46989.1,48217.0,46709.3,71.48K,0.29%
08/30/2021,46992.7,48777.1,48886.0,46876.9,61.68K,-3.66%
08/29/2021,48777.4,48899.7,49621.7,47870.1,47.62K,-0.24%
08/28/2021,48897.1,49062.8,49289.4,48428.5,36.73K,-0.34%
08/27/2021,49064.3,46830.2,49142.0,46371.5,62.47K,4.77%
08/26/2021,46831.6,48994.4,49347.8,46360.4,73.79K,-4.41%
08/25/2021,48994.5,47707.4,49230.2,47163.3,63.54K,2.68%
08/24/2021,47714.7,49532.5,49847.4,47623.6,74.26K,-3.68%
08/23/2021,49539.7,49255.4,50498.8,49038.6,75.37K,0.58%
08/22/2021,49254.5,48870.4,49480.3,48151.0,49.32K,0.77%
08/21/2021,48875.8,49330.0,49719.1,48293.5,18.20K,-0.91%
08/20/2021,49324.0,46756.7,49343.3,46646.8,83.19K,5.49%
08/19/2021,46755.9,44725.9,47012.3,43986.7,77.92K,4.54%
08/18/2021,44723.8,44691.1,46004.9,44230.0,22.36K,0.07%
08/17/2021,44691.6,45907.5,47140.6,44441.3,84.14K,-2.84%
08/16/2021,45996.3,46991.6,48002.4,45672.1,2.41K,-2.12%
08/15/2021,46991.3,47082.6,47344.1,45564.1,58.11K,-0.19%
08/14/2021,47081.5,47809.6,48090.9,46117.2,64.29K,-1.52%
08/13/2021,47809.1,44404.0,47836.0,44242.4,75.27K,7.67%
08/12/2021,44403.4,45562.3,46213.8,43814.7,81.07K,-2.55%
08/11/2021,45564.3,45593.2,46736.5,45367.9,75.43K,-0.06%
08/10/2021,45593.8,46281.8,46663.4,44681.2,80.55K,-1.49%
08/09/2021,46284.3,43794.9,46460.7,42824.1,117.08K,5.69%
08/08/2021,43792.8,44584.9,45284.1,43314.4,105.25K,-1.84%
08/07/2021,44614.2,42784.7,44697.3,42611.0,112.84K,4.25%
08/06/2021,42795.4,40868.4,43253.4,39905.4,111.93K,4.72%
08/05/2021,40867.2,39734.4,41366.3,37365.4,130.60K,2.84%
08/04/2021,39736.9,38188.4,39956.5,37556.0,79.22K,4.21%
08/03/2021,38130.3,39167.4,39766.6,37688.2,0.26K,-2.65%
08/02/2021,39168.4,39869.8,40449.0,38692.5,74.81K,-1.78%
08/01/2021,39878.3,41510.0,42565.0,39556.5,80.33K,-4.03%
07/31/2021,41553.7,42201.4,42285.3,41066.4,44.65K,-1.54%
07/30/2021,42203.4,40001.1,42264.4,38358.4,98.45K,5.50%
07/29/2021,40001.4,40009.0,40630.7,39340.8,75.30K,0.00%
07/28/2021,40003.2,39450.4,40862.2,38883.8,148.92K,1.40%
07/27/2021,39452.0,37294.3,39455.9,36427.4,100.24K,5.84%
07/26/2021,37276.6,35392.3,40522.9,35236.7,177.63K,5.33%
07/25/2021,35391.1,34392.5,35391.1,33881.3,65.10K,4.63%
07/24/2021,33824.8,33600.5,33955.0,33412.9,67.14K,0.66%
07/23/2021,33603.3,32297.9,33605.6,32041.1,66.15K,4.04%
07/22/2021,32298.9,32131.7,32585.4,31729.4,64.87K,0.52%
07/21/2021,32131.4,29794.7,32794.6,29519.3,118.34K,7.85%
07/20/2021,29793.8,30835.4,31040.8,29310.2,97.46K,-3.38%
07/19/2021,30837.2,31782.9,31887.0,30478.2,77.48K,-2.98%
07/18/2021,31785.4,31517.9,32408.2,31220.6,57.01K,0.85%
07/17/2021,31518.6,31384.4,31914.8,31207.8,58.06K,0.40%
07/16/2021,31394.0,31842.3,32239.8,31062.2,70.48K,-1.40%
07/15/2021,31840.5,32820.5,33157.0,31175.8,76.95K,-2.99%
07/14/2021,32820.7,32727.8,33051.9,31611.2,69.56K,0.28%
07/13/2021,32728.1,33106.1,33307.7,32259.5,60.04K,-1.16%
07/12/2021,33113.0,34228.3,34598.0,32662.8,63.24K,-3.26%
07/11/2021,34227.7,33510.8,34580.6,33319.8,35.72K,2.14%
07/10/2021,33510.6,33797.7,34221.0,33056.8,50.94K,-0.85%
07/09/2021,33797.4,32866.3,34079.2,32367.0,67.14K,2.83%
07/08/2021,32866.3,33859.4,33923.2,32146.9,108.09K,-2.96%
07/07/2021,33867.8,34228.7,35036.6,33801.3,72.03K,-1.05%
07/06/2021,34225.6,33688.5,35062.0,33581.7,83.63K,1.60%
07/05/2021,33687.8,35297.0,35300.5,33164.1,88.36K,-4.56%
07/04/2021,35298.2,34742.8,35957.6,34740.1,56.13K,1.60%
07/03/2021,34742.8,33814.2,34909.8,33363.3,55.69K,2.75%
07/02/2021,33813.4,33542.2,33925.9,32734.6,78.93K,0.80%
07/01/2021,33543.6,35030.7,35032.7,32839.2,27.41K,-4.23%
06/30/2021,35026.9,35832.6,36089.5,34126.6,107.07K,-2.25%
06/29/2021,35834.7,34477.3,36590.3,34247.6,97.27K,3.94%
06/28/2021,34475.9,34682.2,35231.2,33944.9,112.00K,-0.58%
06/27/2021,34678.5,32247.1,34685.5,32041.7,148.80K,7.55%
06/26/2021,32243.4,31592.1,32643.0,30206.9,156.67K,2.06%
06/25/2021,31594.0,34660.5,35490.9,31337.9,193.43K,-8.86%
06/24/2021,34665.8,33678.1,35249.9,32356.7,119.25K,2.94%
06/23/2021,33674.3,32498.3,34784.3,31736.5,173.34K,3.62%
06/22/2021,32496.4,31682.7,33272.5,28901.8,309.65K,2.54%
06/21/2021,31692.0,35597.9,35708.4,31284.1,256.87K,-10.97%
06/20/2021,35595.8,35510.9,36097.9,33378.0,137.48K,0.23%
06/19/2021,35513.4,35770.0,36357.3,34845.5,105.46K,-0.66%
06/18/2021,35749.4,38045.5,38166.0,35198.5,102.84K,-6.05%
06/17/2021,38052.0,38337.8,39529.9,37425.3,109.58K,-0.74%
06/16/2021,38336.0,40148.1,40494.4,38156.4,123.52K,-4.53%
06/15/2021,40156.1,40522.5,41318.0,39589.9,117.55K,-0.92%
06/14/2021,40529.4,39024.1,40970.4,38769.9,157.35K,3.86%
06/13/2021,39022.9,35467.5,39321.6,34827.0,123.32K,10.02%
06/12/2021,35467.5,37334.4,37437.3,34703.3,87.73K,-4.95%
06/11/2021,37314.6,36654.3,37641.1,36003.3,109.15K,1.81%
06/10/2021,36649.4,37375.2,38340.8,35824.0,154.32K,-1.83%
06/09/2021,37332.2,33385.5,37517.6,32428.6,209.82K,11.83%
06/08/2021,33382.9,33574.6,34047.8,31158.1,193.54K,-0.58%
06/07/2021,33578.0,35815.4,36754.6,33410.1,119.50K,-6.25%
06/06/2021,35815.4,35518.7,36434.0,35265.3,62.20K,0.83%
06/05/2021,35520.0,36841.2,37887.6,34832.0,101.48K,-3.61%
06/04/2021,36851.3,39191.4,39255.4,35659.9,127.71K,-5.96%
06/03/2021,39187.3,37555.7,39462.3,37193.6,106.44K,4.34%
06/02/2021,37555.8,36687.7,38199.9,35981.1,96.89K,2.37%
06/01/2021,36687.6,37294.3,37850.3,35742.7,113.48K,-1.64%
05/31/2021,37298.6,35644.0,37480.7,34213.2,131.70K,4.62%
05/30/2021,35652.8,34589.3,36388.6,33441.0,104.18K,3.09%
05/29/2021,34584.6,35664.5,37227.1,33664.2,160.43K,-3.02%
05/28/2021,35662.5,38543.2,38844.1,34772.4,199.58K,-7.17%
05/27/2021,38417.3,39249.0,40322.2,37190.8,122.93K,-2.12%
05/26/2021,39249.2,38375.7,40750.0,37847.0,153.80K,2.27%
05/25/2021,38378.3,38753.6,39740.8,36540.7,163.01K,-0.96%
05/24/2021,38750.6,34720.3,39851.7,34474.6,244.88K,11.74%
05/23/2021,34679.7,37446.8,38248.7,31192.4,325.73K,-7.39%
05/22/2021,37448.3,37291.0,38776.0,35314.9,185.83K,0.40%
05/21/2021,37297.4,40611.2,42108.3,33592.3,315.50K,-8.40%
05/20/2021,40717.2,36706.8,42425.9,35010.4,269.75K,10.88%
05/19/2021,36720.5,42898.3,43516.6,30261.7,607.10K,-14.40%
05/18/2021,42897.3,43538.5,45770.9,42293.9,154.96K,-1.48%
05/17/2021,43541.3,46424.2,46545.4,42201.5,274.76K,-6.21%
05/16/2021,46426.4,46729.3,49764.3,43920.8,180.07K,-0.60%
05/15/2021,46708.8,49839.1,50640.9,46650.2,131.91K,-6.28%
05/14/2021,49839.8,49704.9,51459.2,48874.0,118.84K,0.27%
05/13/2021,49704.6,49398.2,51337.3,46331.1,236.71K,0.65%
05/12/2021,49384.2,56694.5,57938.5,49187.0,160.74K,-12.90%
05/11/2021,56695.7,55846.1,56871.1,54550.4,96.47K,1.52%
05/10/2021,55848.9,58251.2,59523.9,53678.3,142.61K,-4.10%
05/09/2021,58238.3,58840.6,59227.0,56414.4,103.59K,-1.02%
05/08/2021,58840.1,57330.3,59471.1,56972.2,101.27K,2.62%
05/07/2021,57337.2,56411.4,58639.3,55300.1,110.01K,1.65%
05/06/2021,56405.4,57441.0,58364.9,55294.5,109.02K,-1.80%
05/05/2021,57441.3,53872.5,57936.4,53872.5,119.82K,6.88%
05/04/2021,53741.5,57170.6,57201.3,53741.5,132.33K,-6.00%
05/03/2021,57169.8,56605.8,58925.1,56562.4,89.24K,1.00%
05/02/2021,56603.8,57807.2,57868.4,56110.5,53.61K,-2.08%
05/01/2021,57807.1,57719.1,58449.4,57029.5,63.41K,0.15%
04/30/2021,57720.3,53562.3,57925.6,53088.7,103.74K,7.77%
04/29/2021,53560.8,54838.6,55173.7,52400.0,83.90K,-2.34%
04/28/2021,54841.4,55036.0,56419.9,53876.4,86.96K,-0.35%
04/27/2021,55036.5,54011.1,55427.8,53345.0,84.08K,1.88%
04/26/2021,54020.5,48963.5,54320.9,48815.9,129.76K,10.33%
04/25/2021,48963.6,50088.2,50532.4,47098.5,59.20K,-2.25%
04/24/2021,50088.9,51140.8,51183.0,48775.2,82.25K,-2.06%
04/23/2021,51143.6,51707.1,52099.9,47659.4,214.46K,-1.13%
04/22/2021,51729.5,53821.3,55408.4,50590.9,168.13K,-3.88%
04/21/2021,53820.2,56479.5,56764.4,53657.6,100.26K,-4.71%
04/20/2021,56483.2,55645.1,57054.9,53422.5,115.49K,1.50%
04/19/2021,55646.1,56208.1,57517.0,54272.3,117.51K,-1.00%
04/18/2021,56207.1,60043.2,60362.1,51817.6,216.81K,-6.39%
04/17/2021,60041.9,61358.3,62509.1,59672.1,84.08K,-2.18%
04/16/2021,61379.7,63211.6,63518.5,60027.3,136.85K,-2.90%
04/15/2021,63216.0,62978.6,63729.1,62067.5,76.97K,0.37%
04/14/2021,62980.4,63544.2,64778.0,61366.3,130.43K,-0.88%
04/13/2021,63540.9,59863.6,63659.0,59839.4,126.56K,6.14%
04/12/2021,59863.8,59982.1,61259.9,59569.2,81.88K,-0.19%
04/11/2021,59978.7,59772.4,60667.1,59250.3,58.20K,0.39%
04/10/2021,59748.4,58127.4,61229.0,57900.0,103.72K,2.80%
04/09/2021,58118.7,58076.8,58890.9,57686.0,59.22K,0.07%
04/08/2021,58077.4,55948.0,58136.7,55721.6,64.78K,3.80%
04/07/2021,55948.7,57996.3,58627.7,55489.3,110.69K,-3.53%
04/06/2021,57996.3,59169.0,59487.0,57403.3,77.15K,-1.69%
04/05/2021,58993.4,58202.3,59205.1,56842.7,54.13K,1.36%
04/04/2021,58199.9,57059.7,58464.8,56470.6,57.21K,2.00%
04/03/2021,57059.9,58976.8,59770.5,56906.7,68.74K,-3.25%
04/02/2021,58977.3,58718.2,60134.9,58466.5,72.37K,0.44%
04/01/2021,58718.3,58763.2,59406.5,58040.7,69.04K,-0.08%
03/31/2021,58763.7,58771.4,59795.6,56991.6,98.06K,-0.01%
03/30/2021,58771.3,57614.6,59366.9,57077.1,86.21K,2.00%
03/29/2021,57616.2,55764.7,58392.6,54951.1,107.91K,3.32%
03/28/2021,55765.2,55856.9,56504.2,54711.3,58.71K,-0.17%
03/27/2021,55862.9,55033.8,56531.1,54010.2,73.87K,1.50%
03/26/2021,55036.1,51317.4,55074.1,51302.0,100.30K,7.24%
03/25/2021,51322.3,52330.0,53175.4,50441.3,143.35K,-1.92%
03/24/2021,52325.4,54309.1,57169.4,51725.4,137.91K,-3.91%
03/23/2021,54452.5,54117.5,55813.8,52992.3,84.84K,0.54%
03/22/2021,54158.3,57379.3,58379.9,53784.2,95.53K,-5.62%
03/21/2021,57383.8,58097.4,58583.8,55583.3,77.47K,-1.22%
03/20/2021,58093.4,58084.1,59882.1,57863.0,67.83K,0.01%
03/19/2021,58088.0,57645.0,59448.3,56305.1,83.98K,0.75%
03/18/2021,57656.0,58911.8,60088.0,57099.6,102.62K,-2.13%
03/17/2021,58913.5,56892.9,58933.2,54253.2,118.26K,3.56%
03/16/2021,56889.7,55619.5,56889.7,53342.6,128.51K,1.97%
03/15/2021,55791.3,59117.4,60565.9,55088.8,117.71K,-5.62%
03/14/2021,59113.7,61192.7,61673.7,59113.7,80.29K,-3.40%
03/13/2021,61195.3,57267.4,61795.8,56118.8,134.64K,6.86%
03/12/2021,57265.1,57806.2,58052.3,55134.5,116.96K,-0.92%
03/11/2021,57799.5,55851.2,58135.0,54351.8,129.63K,3.49%
03/10/2021,55851.9,54882.7,57328.7,53073.6,140.96K,1.77%
03/09/2021,54879.0,52352.4,54880.6,51941.3,114.06K,4.91%
03/08/2021,52311.0,50988.9,52384.9,49338.1,68.14K,2.61%
03/07/2021,50982.3,48899.0,51434.1,48890.6,82.91K,4.35%
03/06/2021,48855.6,48798.7,49191.8,47132.8,66.66K,0.13%
03/05/2021,48792.5,48363.6,49429.4,46370.1,113.64K,0.75%
03/04/2021,48428.0,50388.0,51757.7,47521.8,9.56K,-3.90%
03/03/2021,50395.1,48422.2,52567.9,48159.2,44.93K,4.07%
03/02/2021,48424.2,49595.6,50191.9,47100.6,102.10K,-2.36%
03/01/2021,49595.5,45160.5,49774.0,45008.8,137.52K,9.81%
02/28/2021,45164.0,46136.0,46582.0,43100.6,135.08K,-2.11%
02/27/2021,46136.7,46333.1,48335.1,45059.4,98.75K,-0.45%
02/26/2021,46345.6,46928.5,48413.9,44248.2,189.41K,-1.24%
02/25/2021,46928.5,49695.9,52013.8,46773.7,83.22K,-5.57%
02/24/2021,49697.5,48911.1,51311.8,47031.7,153.75K,1.61%
02/23/2021,48911.2,54114.1,54115.0,45093.8,315.07K,-9.61%
02/22/2021,54111.8,57437.6,57480.8,48353.8,244.95K,-5.78%
02/21/2021,57433.8,55907.6,58335.1,55502.7,87.26K,2.70%
02/20/2021,55923.7,55922.0,57523.8,54124.1,127.85K,0.03%
02/19/2021,55906.6,51590.1,56238.5,50816.8,139.43K,8.38%
02/18/2021,51582.2,52094.5,52524.0,50941.6,94.35K,-0.95%
02/17/2021,52079.2,49161.3,52577.7,49018.1,140.03K,5.92%
02/16/2021,49169.7,47934.2,50515.8,47044.4,141.37K,2.57%
02/15/2021,47936.3,48611.1,48936.5,45786.1,123.18K,-1.45%
02/14/2021,48643.4,47172.1,49695.1,47051.9,106.50K,3.13%
02/13/2021,47168.7,47373.1,48097.3,46270.5,89.42K,-0.43%
02/12/2021,47371.7,47995.0,48927.4,46218.6,133.73K,-1.29%
02/11/2021,47990.7,44834.8,48622.1,44041.1,145.77K,7.04%
02/10/2021,44836.0,46507.8,47295.3,43800.5,151.83K,-3.60%
02/09/2021,46508.6,46396.4,48143.5,45104.7,193.87K,0.24%
02/08/2021,46395.7,38853.6,46596.4,38057.0,248.47K,19.41%
02/07/2021,38852.9,39228.9,39691.7,37381.6,125.37K,-1.03%
02/06/2021,39256.6,38300.6,40939.7,38275.3,156.02K,2.50%
02/05/2021,38297.6,36976.4,38303.6,36640.0,100.60K,3.56%
02/04/2021,36982.1,37648.9,38707.9,36380.8,151.44K,-1.77%
02/03/2021,37646.8,35486.9,37646.8,35401.5,131.03K,6.09%
02/02/2021,35485.2,33514.0,35976.1,33462.4,120.85K,5.88%
02/01/2021,33515.7,33106.8,34685.6,32324.9,126.32K,1.23%
01/31/2021,33108.1,34281.6,34348.3,32189.9,101.92K,-3.43%
01/30/2021,34283.1,34300.0,34920.9,32908.5,128.57K,-0.05%
01/29/2021,34301.8,33381.7,38546.0,31953.3,297.73K,2.78%
01/28/2021,33374.8,30408.9,33790.8,29911.9,167.39K,9.77%
01/27/2021,30404.0,32499.6,32545.4,29290.4,194.35K,-6.46%
01/26/2021,32502.1,32244.1,32917.7,30850.0,139.84K,0.77%
01/25/2021,32252.3,32244.3,34854.3,31967.4,142.43K,0.03%
01/24/2021,32241.3,32088.5,33034.8,30982.9,88.21K,0.47%
01/23/2021,32088.9,32994.1,33441.4,31418.2,100.70K,-2.76%
01/22/2021,33000.5,30838.7,33821.2,28871.2,243.09K,7.00%
01/21/2021,30842.1,35472.3,35591.1,30101.8,253.27K,-13.06%
01/20/2021,35476.3,35862.1,36384.4,33444.5,153.61K,-1.46%
01/19/2021,36002.9,36630.6,37821.0,36001.4,79.11K,-1.67%
01/18/2021,36613.2,35838.2,37436.8,34801.0,111.52K,2.16%
01/17/2021,35839.6,36020.1,36801.3,33883.5,126.82K,-0.50%
01/16/2021,36019.5,36751.8,37931.7,35408.4,137.02K,-2.24%
01/15/2021,36845.8,39175.7,39715.0,34488.7,118.42K,-5.95%
01/14/2021,39175.7,37383.4,40054.3,36772.1,172.40K,4.80%
01/13/2021,37382.2,34061.2,37764.6,32451.9,209.93K,9.70%
01/12/2021,34076.1,35426.0,36598.7,32572.7,241.93K,-4.13%
01/11/2021,35544.3,38195.3,38217.2,30411.6,251.04K,-6.93%
01/10/2021,38192.2,40149.7,41362.4,35141.6,215.78K,-4.88%
01/09/2021,40151.9,40607.2,41363.5,38775.1,128.42K,-1.10%
01/08/2021,40599.3,39466.4,41921.7,36613.4,251.29K,2.89%
01/07/2021,39460.2,36798.5,40340.9,36361.2,249.60K,7.25%
01/06/2021,36793.2,33999.3,36934.8,33408.3,227.56K,8.24%
01/05/2021,33991.5,32015.4,34414.7,30010.5,202.13K,6.15%
01/04/2021,32022.6,33016.6,33587.5,28204.5,255.27K,-2.84%
01/03/2021,32958.9,32192.9,34755.9,32029.6,155.21K,2.38%
01/02/2021,32193.3,29359.7,33233.5,29008.0,240.87K,9.65%
01/01/2021,29359.9,28951.7,29627.1,28712.4,100.90K,1.42%
12/31/2020,28949.4,28866.8,29298.8,28025.0,136.69K,0.28%
12/30/2020,28868.7,27374.5,28979.3,27374.5,159.82K,5.45%
12/29/2020,27376.0,27065.3,27390.7,25902.8,119.57K,1.18%
12/28/2020,27057.8,26259.2,27444.9,26144.3,126.98K,3.03%
12/27/2020,26261.3,26460.3,28360.3,25858.2,231.23K,-0.73%
12/26/2020,26454.4,24714.7,26826.0,24515.1,155.77K,7.15%
12/25/2020,24689.6,23728.7,24778.9,23445.3,2.40K,4.02%
12/24/2020,23736.5,23253.2,23783.7,22737.3,104.59K,2.06%
12/23/2020,23257.9,23820.8,24063.7,22694.7,178.47K,-2.37%
12/22/2020,23823.2,22730.4,23825.4,22388.6,130.75K,4.82%
12/21/2020,22728.5,23474.1,24101.9,22015.5,154.69K,-3.18%
12/20/2020,23474.9,23843.6,24280.9,23098.9,114.09K,-1.55%
12/19/2020,23844.0,23127.6,24107.1,22797.0,133.88K,3.10%
12/18/2020,23127.9,22823.3,23272.8,22361.5,131.80K,1.33%
12/17/2020,22825.4,21352.3,23738.0,21243.1,310.74K,6.90%
12/16/2020,21352.2,19434.7,21525.3,19299.7,199.81K,9.87%
12/15/2020,19434.9,19273.9,19556.3,19076.2,98.39K,0.84%
12/14/2020,19273.8,19176.4,19346.5,19007.0,67.11K,0.51%
12/13/2020,19176.8,18808.1,19403.6,18716.8,82.45K,1.96%
12/12/2020,18808.9,18026.7,18936.2,18025.1,71.37K,4.36%
12/11/2020,18023.6,18250.5,18288.3,17600.1,111.53K,-1.23%
12/10/2020,18247.2,18546.1,18551.8,17926.8,85.31K,-1.61%
12/09/2020,18546.0,18322.4,18637.9,17658.8,129.72K,1.20%
12/08/2020,18326.6,19170.8,19288.6,18229.2,101.41K,-4.40%
12/07/2020,19170.7,19368.4,19424.6,18908.8,61.98K,-1.08%
12/06/2020,19379.9,19146.0,19417.1,18873.0,54.56K,1.22%
12/05/2020,19146.5,18657.5,19172.7,18507.1,59.44K,2.62%
